filename,width,height,class,xmin,ymin,xmax,ymax
images/worker (817).jpg,274,184,person with helmet,112,29,171,184
images/worker (828).jpg,263,192,person with helmet,142,42,195,162
images/applauding_023.jpg,400,300,person without helmet,1,107,194,300
images/worker (35).jpg,266,189,helmet,23,13,103,61
images/worker (705).jpg,265,190,helmet,178,22,230,53
images/worker (828).jpg,263,192,person with helmet,110,58,144,157
images/worker (282).jpg,266,189,person with helmet,131,46,199,174
images/worker (782).jpg,300,168,helmet,93,22,146,55
images/worker (532).jpg,225,225,helmet,73,54,94,82
images/worker (713).jpg,264,191,helmet,100,9,133,52
images/worker (477).jpg,275,183,helmet,133,70,146,79
images/worker (601).jpg,255,198,helmet,73,46,89,61
images/worker (735).jpg,299,168,person with helmet,52,38,79,110
images/worker (630).jpg,266,189,person with helmet,90,28,201,177
images/worker (752).jpg,275,183,helmet,77,18,99,34
images/worker (18).jpg,300,168,helmet,89,3,144,42
images/person_without_helmet (288).jpg,300,200,person without helmet,141,8,250,120
images/applauding_112.jpg,300,421,person without helmet,106,123,286,348
images/worker (359).jpg,263,191,person without helmet,15,35,142,174
images/worker (768).jpg,275,183,person with helmet,57,14,153,167
images/worker (639).jpg,275,183,helmet,163,51,185,71
images/worker (853).jpg,275,183,person with helmet,93,75,121,179
images/worker (735).jpg,299,168,person with helmet,240,14,286,125
images/worker (639).jpg,275,183,helmet,142,58,160,75
images/worker (694).jpg,273,185,person with helmet,45,44,91,98
images/worker (198).jpg,266,189,person with helmet,83,71,124,134
images/worker (759).jpg,275,184,helmet,42,40,83,68
images/worker (80).jpg,259,194,person with helmet,21,14,122,176
images/worker (353).jpg,197,256,helmet,52,7,151,63
images/worker (161).jpg,275,183,person without helmet,83,1,218,157
images/worker (631).jpg,239,211,person with helmet,71,58,133,126
images/worker (683).jpg,275,183,person with helmet,151,21,221,97
images/worker (550).jpg,307,164,person without helmet,48,100,113,163
images/person_without_helmet (252).jpg,334,200,person without helmet,181,135,223,183
images/person_without_helmet (202).jpg,200,200,person without helmet,45,6,167,192
images/worker (756).jpg,251,201,person with helmet,88,3,180,187
images/worker (630).jpg,266,189,helmet,110,29,174,79
images/worker (754).jpg,290,174,person without helmet,157,5,232,161
images/worker (718).jpg,275,183,person with helmet,155,42,253,157
images/worker (802).jpg,253,199,person with helmet,15,57,90,181
images/applauding_003.jpg,466,300,person without helmet,271,86,435,292
images/worker (257).jpg,275,183,person with helmet,151,24,217,183
images/worker (556).jpg,300,168,helmet,123,1,161,29
images/worker (789).jpg,325,155,helmet,44,1,107,32
images/worker (381).jpg,257,196,person with helmet,6,1,241,195
images/worker (564).jpg,275,183,helmet,159,17,213,53
images/worker (317).jpg,266,189,person with helmet,157,58,221,189
images/worker (569).jpg,267,189,helmet,86,36,131,66
images/worker (242).jpg,300,168,person with helmet,123,34,186,163
images/worker (813).jpg,262,192,person with helmet,23,62,86,133
images/worker (877).jpg,275,183,person with helmet,152,55,180,115
images/worker (875).jpg,300,168,helmet,156,41,177,61
images/worker (703).jpg,275,183,helmet,200,20,230,40
images/worker (618).jpg,300,168,helmet,88,1,149,45
images/worker (640).jpg,262,193,helmet,124,59,145,78
images/worker (212).jpg,275,183,person with helmet,97,47,162,181
images/worker (791).jpg,330,153,helmet,140,39,186,69
images/worker (634).jpg,266,189,person with helmet,87,1,265,89
images/worker (848).jpg,275,183,helmet,197,64,228,94
images/person_without_helmet (85).jpg,267,200,person without helmet,71,38,160,173
images/applauding_107.jpg,348,300,person without helmet,12,60,107,190
images/worker (387).jpg,194,259,person with helmet,1,10,192,258
images/person_without_helmet (219).jpg,354,200,person without helmet,237,34,335,196
images/worker (774).jpg,275,183,helmet,170,32,266,136
images/worker (128).jpg,259,194,person without helmet,63,23,185,193
images/worker (525).jpg,261,193,helmet,175,77,206,98
images/person_without_helmet (139).jpg,207,200,person without helmet,42,15,180,181
images/worker (444).jpg,183,275,helmet,94,71,113,93
images/applauding_117.jpg,300,450,person without helmet,13,11,98,149
images/worker (582).jpg,275,183,person with helmet,148,79,220,181
images/worker (757).jpg,245,206,helmet,216,45,235,59
images/worker (395).jpg,193,262,person with helmet,5,16,150,260
images/worker (196).jpg,225,225,helmet,59,1,192,81
images/worker (791).jpg,330,153,person without helmet,75,36,99,69
images/worker (183).jpg,275,183,person with helmet,139,10,191,125
images/worker (181).jpg,194,260,person,68,25,114,86
images/worker (568).jpg,263,192,helmet,46,1,90,27
images/worker (821).jpg,300,168,person with helmet,32,3,137,162
images/applauding_040.jpg,497,300,person without helmet,32,15,149,237
images/worker (819).jpg,263,192,helmet,48,31,97,64
images/person_without_helmet (62).jpg,356,200,person without helmet,210,21,292,162
images/worker (851).jpg,344,146,person with helmet,135,2,241,146
images/worker (597).jpg,263,192,helmet,71,7,160,63
images/worker (835).jpg,275,183,person with helmet,35,11,122,183
images/worker (773).jpg,246,205,person with helmet,150,2,193,183
images/worker (466).jpg,183,275,helmet,51,60,73,81
images/worker (55).jpg,318,159,person with helmet,111,16,184,158
images/worker (553).jpg,194,259,helmet,104,82,140,107
images/worker (641).jpg,183,276,helmet,70,21,119,58
images/person_without_helmet (293).jpg,200,200,person without helmet,12,14,111,143
images/worker (606).jpg,260,194,helmet,1,29,13,38
images/worker (111).jpg,265,190,helmet,162,1,251,71
images/worker (803).jpg,300,168,person with helmet,1,1,54,164
images/worker (627).jpg,275,183,helmet,63,7,109,44
images/worker (754).jpg,290,174,person with helmet,17,22,63,156
images/worker (809).jpg,275,183,helmet,133,17,195,60
images/worker (126).jpg,275,183,helmet,107,14,200,87
images/person_without_helmet (290).jpg,283,200,person without helmet,107,2,198,97
images/worker (91).jpg,266,190,person with helmet,56,76,157,178
images/worker (527).jpg,275,183,helmet,65,21,130,64
images/worker (757).jpg,245,206,person without helmet,148,37,172,63
images/worker (757).jpg,245,206,person with helmet,12,32,45,164
images/worker (172).jpg,267,189,helmet,160,37,199,71
images/worker (642).jpg,258,195,helmet,107,60,150,92
images/person_without_helmet (245).jpg,200,261,person without helmet,74,100,136,186
images/person_without_helmet (1).jpg,302,200,person without helmet,115,14,257,185
images/worker (577).jpg,262,192,helmet,152,29,221,72
images/worker (757).jpg,245,206,person with helmet,190,45,219,153
images/worker (724).jpg,259,194,person with helmet,26,47,73,125
images/worker (873).jpg,270,186,helmet,168,30,200,55
images/worker (43).jpg,266,189,person with helmet,77,30,211,177
images/worker (71).jpg,275,183,helmet,175,1,236,29
images/person_without_helmet (8).jpg,300,200,person without helmet,10,2,131,200
images/worker (798).jpg,248,203,helmet,56,13,117,58
images/worker (289).jpg,276,183,helmet,70,38,91,51
images/person_without_helmet (244).jpg,200,300,person without helmet,1,57,71,187
images/worker (588).jpg,300,168,helmet,48,1,162,43
images/worker (883).jpg,225,225,helmet,71,42,142,95
images/worker (289).jpg,276,183,helmet,221,58,231,65
images/worker (96).jpg,262,193,person with helmet,90,1,248,175
images/worker (881).jpg,278,181,helmet,121,34,165,72
images/worker (830).jpg,263,192,person with helmet,1,1,91,174
images/worker (639).jpg,275,183,helmet,120,69,136,84
images/applauding_132.jpg,448,300,person without helmet,320,60,403,297
images/worker (552).jpg,262,192,person with helmet,41,21,231,191
images/worker (768).jpg,275,183,helmet,68,17,140,64
images/person_without_helmet (13).jpg,302,200,person without helmet,57,14,235,177
images/worker (754).jpg,290,174,helmet,122,20,143,36
images/worker (789).jpg,325,155,helmet,124,23,167,62
images/worker (603).jpg,300,168,person with helmet,129,1,222,167
images/worker (581).jpg,275,183,helmet,98,20,145,54
images/worker (167).jpg,265,190,person without helmet,37,46,100,175
images/worker (641).jpg,183,276,person with helmet,36,22,150,274
images/worker (200).jpg,189,267,person,48,57,140,251
images/worker (243).jpg,183,275,helmet,39,68,107,110
images/person_without_helmet (137).jpg,209,200,person without helmet,16,15,153,129
images/worker (847).jpg,275,183,helmet,120,33,156,59
images/worker (385).jpg,275,183,helmet,126,12,186,55
images/worker (42).jpg,275,183,helmet,132,6,177,44
images/worker (797).jpg,180,280,person with helmet,109,61,161,139
images/worker (776).jpg,300,168,helmet,88,7,138,38
images/worker (860).jpg,183,276,helmet,4,41,76,91
images/worker (699).jpg,275,183,person with helmet,221,36,275,141
images/worker (801).jpg,301,167,person with helmet,159,11,195,64
images/person_without_helmet (229).jpg,200,268,person without helmet,78,53,179,243
images/worker (607).jpg,275,183,helmet,43,7,134,84
images/person_without_helmet (135).jpg,249,200,person without helmet,39,13,219,200
images/worker (332).jpg,275,183,person with helmet,158,67,185,103
images/worker (525).jpg,261,193,person with helmet,145,77,227,185
images/worker (757).jpg,245,206,helmet,105,1,144,30
images/applauding_132.jpg,448,300,person without helmet,77,70,189,300
images/worker (576).jpg,262,192,helmet,61,20,109,53
images/worker (679).jpg,183,275,person with helmet,89,22,183,215
images/worker (753).jpg,275,184,helmet,115,1,164,34
images/worker (613).jpg,299,168,person with helmet,86,25,112,96
images/applauding_081.jpg,300,400,person without helmet,105,124,208,296
images/worker (855).jpg,156,235,helmet,49,8,96,42
images/worker (863).jpg,275,183,helmet,46,45,65,56
images/worker (724).jpg,259,194,helmet,50,46,73,71
images/applauding_065.jpg,300,433,person without helmet,150,26,239,371
images/person_without_helmet (77).jpg,215,200,person without helmet,42,75,64,143
images/worker (290).jpg,300,168,person,63,1,294,167
images/worker (557).jpg,300,168,person with helmet,130,1,217,167
images/worker (143).jpg,265,190,helmet,164,5,203,34
images/worker (32).jpg,262,193,helmet,141,45,177,68
images/worker (785).jpg,266,190,helmet,77,53,123,86
images/worker (599).jpg,299,168,helmet,188,55,199,67
images/worker (835).jpg,275,183,helmet,40,14,116,73
images/worker (19).jpg,182,276,helmet,19,16,130,94
images/worker (825).jpg,291,173,person with helmet,187,10,289,170
images/worker (842).jpg,275,184,helmet,78,15,103,30
images/worker (839).jpg,245,205,person without helmet,79,16,99,54
images/worker (761).jpg,290,174,helmet,248,11,267,26
images/worker (821).jpg,300,168,helmet,216,15,278,63
images/worker (711).jpg,183,275,person with helmet,65,65,96,201
images/worker (870).jpg,275,183,helmet,146,20,271,95
images/worker (478).jpg,275,183,helmet,168,14,228,59
images/worker (756).jpg,251,201,person with helmet,213,28,243,139
images/worker (591).jpg,300,168,helmet,170,16,242,67
images/worker (541).jpg,265,190,person with helmet,41,4,90,72
images/worker (420).jpg,263,192,helmet,116,52,149,79
images/worker (396).jpg,331,152,person without helmet,1,63,66,150
images/worker (764).jpg,299,168,helmet,224,15,256,39
images/person_without_helmet (146).jpg,206,200,person without helmet,56,32,157,200
images/worker (637).jpg,275,183,helmet,229,41,263,66
images/worker (322).jpg,183,276,person with helmet,76,147,130,274
images/worker (107).jpg,262,192,person with helmet,9,23,125,173
images/worker (792).jpg,300,168,person with helmet,2,1,96,165
images/worker (94).jpg,266,189,helmet,195,42,231,66
images/worker (366).jpg,300,168,person,93,1,225,125
images/worker (838).jpg,310,163,person with helmet,23,25,83,160
images/worker (737).jpg,273,185,helmet,63,3,134,49
images/worker (823).jpg,438,115,helmet,200,4,241,28
images/worker (554).jpg,265,190,person with helmet,136,13,184,137
images/worker (871).jpg,220,229,person with helmet,159,146,218,216
images/worker (150).jpg,275,183,helmet,139,62,164,79
images/worker (257).jpg,275,183,helmet,154,25,192,50
images/worker (678).jpg,266,189,helmet,36,32,85,76
images/worker (813).jpg,262,192,person with helmet,97,24,158,87
images/worker (45).jpg,300,168,person,90,33,178,167
images/worker (600).jpg,275,183,person with helmet,22,21,130,182
images/worker (567).jpg,263,192,helmet,21,1,80,37
images/worker (573).jpg,262,192,person with helmet,103,19,200,133
images/worker (578).jpg,177,285,helmet,83,38,145,90
images/worker (247).jpg,275,183,person with helmet,216,45,241,147
images/worker (276).jpg,265,190,person with helmet,120,57,164,142
images/worker (305).jpg,274,184,person with helmet,46,3,167,180
images/worker (757).jpg,245,206,helmet,190,43,208,56
images/worker (773).jpg,246,205,helmet,201,16,224,32
images/person_without_helmet (71).jpg,350,200,person without helmet,283,78,325,200
images/worker (142).jpg,276,183,person with helmet,90,17,194,183
images/worker (18).jpg,300,168,person with helmet,60,1,182,168
images/worker (862).jpg,259,194,person with helmet,134,97,159,193
images/worker (776).jpg,300,168,helmet,14,15,93,67
images/person_without_helmet (192).jpg,289,200,person without helmet,30,5,144,200
images/worker (801).jpg,301,167,helmet,245,1,288,13
images/worker (481).jpg,275,183,helmet,145,59,180,81
images/worker (791).jpg,330,153,helmet,250,34,293,56
images/worker (15).jpg,225,225,helmet,30,68,70,95
images/worker (471).jpg,183,276,person with helmet,52,46,159,274
images/person_without_helmet (247).jpg,320,200,person without helmet,104,17,255,200
images/worker (29).jpg,275,183,person with helmet,58,15,139,183
images/worker (676).jpg,273,184,person with helmet,177,93,200,176
images/worker (858).jpg,231,218,person with helmet,53,31,223,216
images/worker (573).jpg,262,192,person with helmet,9,14,108,125
images/worker (648).jpg,259,194,person with helmet,170,30,254,191
images/worker (872).jpg,275,183,person with helmet,57,23,110,172
images/worker (584).jpg,300,168,person with helmet,145,14,219,103
images/person_without_helmet (130).jpg,200,230,person without helmet,64,25,133,147
images/worker (492).jpg,265,190,person with helmet,89,1,168,161
images/worker (404).jpg,197,255,person with helmet,1,16,196,254
images/person_without_helmet (272).jpg,200,224,person without helmet,93,66,156,218
images/applauding_179.jpg,300,352,person without helmet,42,29,265,352
images/worker (764).jpg,299,168,person with helmet,222,11,282,164
images/worker (735).jpg,299,168,person without helmet,222,28,242,133
images/person_without_helmet (57).jpg,267,200,person without helmet,173,32,252,200
images/worker (17).jpg,275,183,person with helmet,166,28,213,160
images/applauding_067.jpg,400,552,person without helmet,35,24,362,552
images/worker (726).jpg,225,225,helmet,159,118,186,146
images/worker (633).jpg,300,168,person with helmet,81,22,243,167
images/worker (385).jpg,275,183,helmet,69,17,123,55
images/worker (741).jpg,226,223,helmet,77,23,131,89
images/worker (741).jpg,226,223,person with helmet,4,23,133,217
images/worker (791).jpg,330,153,helmet,214,46,266,81
images/worker (787).jpg,275,183,person with helmet,168,93,243,180
images/worker (540).jpg,262,192,helmet,44,5,98,48
images/worker (302).jpg,275,183,helmet,79,4,134,38
images/worker (125).jpg,183,275,person with helmet,29,117,104,275
images/person_without_helmet (119).jpg,205,200,person without helmet,4,26,131,160
images/worker (788).jpg,266,190,person with helmet,109,24,142,179
images/worker (78).jpg,262,192,person with helmet,101,11,230,174
images/worker (782).jpg,300,168,person with helmet,170,9,247,125
images/worker (73).jpg,262,192,person with helmet,126,22,173,111
images/applauding_049.jpg,451,300,person without helmet,331,224,406,300
images/applauding_177.jpg,451,300,person without helmet,306,43,450,300
images/applauding_122.jpg,420,300,person without helmet,126,12,245,300
images/worker (112).jpg,259,194,person with helmet,13,19,79,193
images/worker (17).jpg,275,183,person with helmet,59,42,93,177
images/worker (374).jpg,300,168,helmet,82,5,144,53
images/worker (827).jpg,284,177,person with helmet,107,62,139,113
images/person_without_helmet (184).jpg,302,200,person without helmet,49,68,82,107
images/worker (470).jpg,183,275,helmet,60,48,106,81
images/worker (456).jpg,275,183,person with helmet,90,53,169,135
images/worker (766).jpg,267,189,helmet,145,7,202,52
images/worker (591).jpg,300,168,person with helmet,28,22,141,167
images/worker (165).jpg,266,189,helmet,193,27,232,52
images/worker (124).jpg,266,190,person with helmet,160,46,186,140
images/worker (685).jpg,266,189,person with helmet,187,60,261,160
images/worker (565).jpg,300,168,helmet,68,1,142,37
images/worker (426).jpg,225,225,person with helmet,21,17,190,224
images/worker (517).jpg,286,176,helmet,163,52,217,89
images/worker (800).jpg,275,183,person with helmet,188,51,220,131
images/worker (775).jpg,217,232,helmet,70,12,83,21
images/worker (727).jpg,275,183,helmet,62,22,99,59
images/worker (516).jpg,287,176,person with helmet,177,7,286,175
images/worker (168).jpg,262,193,person with helmet,24,2,125,168
images/worker (728).jpg,275,183,person with helmet,31,40,90,183
images/worker (148).jpg,275,183,person with helmet,113,9,267,182
images/worker (722).jpg,190,265,helmet,69,14,119,50
images/worker (828).jpg,263,192,helmet,114,57,139,72
images/applauding_019.jpg,599,400,person without helmet,50,42,292,400
images/worker (141).jpg,275,183,helmet,53,1,104,30
images/worker (595).jpg,262,192,person with helmet,129,22,251,174
images/worker (800).jpg,275,183,helmet,69,43,106,71
images/worker (402).jpg,259,194,helmet,143,29,184,62
images/worker (890).jpg,275,183,helmet,92,5,175,62
images/worker (348).jpg,299,168,helmet,75,1,152,38
images/person_without_helmet (6).jpg,259,200,person without helmet,94,13,186,200
images/worker (121).jpg,265,190,helmet,147,1,222,51
images/worker (650).jpg,262,192,person with helmet,3,1,175,175
images/worker (728).jpg,275,183,person without helmet,28,1,60,34
images/worker (284).jpg,267,189,person with helmet,35,3,151,175
images/worker (208).jpg,183,275,person with helmet,59,66,98,200
images/person_without_helmet (250).jpg,318,200,person without helmet,218,66,261,124
images/applauding_017.jpg,601,400,person without helmet,3,147,219,349
images/worker (88).jpg,262,192,person without helmet,1,23,198,175
images/worker (632).jpg,219,230,person with helmet,114,50,194,228
images/worker (458).jpg,275,183,helmet,168,16,252,84
images/worker (73).jpg,262,192,helmet,147,2,193,35
images/worker (685).jpg,266,189,helmet,92,47,140,86
images/worker (539).jpg,270,186,helmet,123,36,158,62
images/person_without_helmet (167).jpg,200,212,person without helmet,16,11,107,145
images/worker (647).jpg,275,183,person with helmet,1,21,83,182
images/worker (791).jpg,330,153,helmet,94,9,127,25
images/worker (799).jpg,275,183,person with helmet,20,48,77,179
images/worker (406).jpg,318,159,helmet,136,17,163,36
images/worker (314).jpg,265,190,person without helmet,1,1,104,177
images/applauding_106.jpg,600,400,person without helmet,393,117,461,239
images/person_without_helmet (220).jpg,200,200,person without helmet,102,19,190,145
images/worker (282).jpg,266,189,helmet,151,49,180,73
images/worker (485).jpg,240,195,person with helmet,23,6,107,178
images/worker (16).jpg,263,192,person with helmet,39,19,75,47
images/applauding_098.jpg,451,300,person without helmet,379,80,432,181
images/worker (783).jpg,275,183,person with helmet,99,10,179,175
images/worker (300).jpg,300,168,helmet,120,2,182,43
images/worker (250).jpg,179,281,person with helmet,63,56,139,249
images/worker (36).jpg,300,168,helmet,140,54,177,88
images/worker (361).jpg,251,200,helmet,139,66,156,82
images/worker (289).jpg,276,183,person,3,40,66,177
images/worker (706).jpg,288,175,helmet,145,1,177,21
images/worker (557).jpg,300,168,helmet,38,12,76,40
images/worker (818).jpg,275,183,person with helmet,57,6,103,67
images/worker (240).jpg,266,190,helmet,79,76,117,110
images/worker (216).jpg,283,178,helmet,58,80,117,177
images/worker (866).jpg,275,183,helmet,28,1,132,65
images/worker (476).jpg,197,256,helmet,58,9,146,78
images/worker (241).jpg,266,189,helmet,214,48,240,65
images/worker (145).jpg,266,189,person with helmet,143,39,178,156
images/worker (173).jpg,270,186,helmet,14,5,152,75
images/worker (158).jpg,183,275,person with helmet,26,54,167,274
images/worker (770).jpg,298,169,helmet,162,27,187,42
images/worker (724).jpg,259,194,helmet,181,44,208,69
images/applauding_050.jpg,300,447,person without helmet,18,26,300,408
images/worker (496).jpg,283,178,person with helmet,118,86,179,154
images/worker (41).jpg,266,190,helmet,160,51,224,110
images/person_without_helmet (207).jpg,200,200,person without helmet,6,5,128,178
images/worker (38).jpg,275,183,person with helmet,43,47,118,183
images/worker (119).jpg,300,168,person with helmet,91,4,194,166
images/worker (36).jpg,300,168,person with helmet,185,40,241,135
images/worker (794).jpg,275,183,person with helmet,141,17,190,108
images/worker (611).jpg,263,192,person with helmet,26,18,73,132
images/worker (557).jpg,300,168,helmet,131,1,178,32
images/worker (725).jpg,259,194,helmet,195,34,226,51
images/person_without_helmet (75).jpg,251,200,person without helmet,153,77,199,172
images/worker (462).jpg,264,191,helmet,133,1,174,37
images/worker (636).jpg,274,184,person with helmet,160,81,180,130
images/worker (595).jpg,262,192,helmet,65,35,114,72
images/worker (385).jpg,275,183,person with helmet,93,13,190,178
images/worker (678).jpg,266,189,person with helmet,114,52,169,132
images/worker (678).jpg,266,189,person with helmet,15,31,112,119
images/worker (839).jpg,245,205,person without helmet,112,19,132,53
images/person_without_helmet (134).jpg,355,200,person without helmet,13,25,150,200
images/worker (14).jpg,265,190,helmet,210,9,250,43
images/worker (148).jpg,275,183,helmet,43,41,112,92
images/worker (163).jpg,266,189,person,1,122,16,147
images/worker (691).jpg,225,224,helmet,51,103,82,125
images/worker (198).jpg,266,189,person with helmet,136,64,157,127
images/worker (819).jpg,263,192,helmet,123,23,160,51
images/worker (817).jpg,274,184,helmet,180,3,226,37
images/worker (158).jpg,183,275,helmet,56,54,126,104
images/worker (100).jpg,179,281,person with helmet,38,67,179,192
images/worker (1).jpg,257,196,person with helmet,100,11,185,181
images/person_without_helmet (239).jpg,267,200,person without helmet,151,67,180,98
images/worker (578).jpg,177,285,person with helmet,63,39,175,204
images/worker (224).jpg,240,160,person with helmet,130,9,203,159
images/worker (443).jpg,275,183,person without helmet,245,51,272,107
images/worker (576).jpg,262,192,person with helmet,35,19,126,117
images/worker (790).jpg,322,156,helmet,50,2,111,42
images/worker (249).jpg,266,190,person with helmet,192,94,264,179
images/worker (77).jpg,266,189,person with helmet,190,32,249,176
images/worker (221).jpg,276,183,person with helmet,146,1,264,183
images/person_without_helmet (145).jpg,200,253,person without helmet,62,39,183,227
images/worker (121).jpg,265,190,person with helmet,145,1,264,178
images/worker (282).jpg,266,189,person with helmet,56,51,114,175
images/worker (368).jpg,290,174,person with helmet,215,29,260,173
images/worker (608).jpg,179,282,helmet,67,16,136,63
images/worker (506).jpg,183,276,person with helmet,11,26,183,275
images/worker (843).jpg,275,183,person with helmet,152,1,268,170
images/worker (859).jpg,275,183,helmet,126,52,142,61
images/worker (646).jpg,273,184,helmet,27,4,143,68
images/worker (889).jpg,272,185,helmet,144,11,235,72
images/worker (412).jpg,262,193,person with helmet,99,23,148,174
images/worker (576).jpg,262,192,person with helmet,117,21,216,171
images/worker (540).jpg,262,192,person with helmet,15,5,98,149
images/worker (264).jpg,300,168,helmet,124,16,149,39
images/worker (785).jpg,266,190,helmet,126,50,205,90
images/worker (278).jpg,259,194,helmet,29,4,233,182
images/worker (554).jpg,265,190,person with helmet,77,13,139,134
images/worker (497).jpg,275,183,person with helmet,119,7,275,182
images/worker (889).jpg,272,185,person with helmet,146,13,243,123
images/worker (456).jpg,275,183,helmet,100,53,153,90
images/worker (706).jpg,288,175,person with helmet,235,11,267,101
images/worker (152).jpg,275,183,person with helmet,174,61,229,145
images/worker (120).jpg,300,168,helmet,134,12,174,40
images/worker (401).jpg,275,183,helmet,70,12,123,46
images/worker (816).jpg,275,183,helmet,118,13,194,64
images/worker (873).jpg,270,186,person with helmet,108,18,166,183
images/worker (369).jpg,266,189,helmet,177,65,202,84
images/worker (788).jpg,266,190,helmet,63,23,84,38
images/worker (800).jpg,275,183,helmet,190,54,219,76
images/worker (839).jpg,245,205,person without helmet,98,28,115,178
images/worker (47).jpg,266,189,person,68,5,199,176
images/worker (199).jpg,300,168,person without helmet,80,41,151,141
images/worker (816).jpg,275,183,person with helmet,67,32,130,168
images/worker (45).jpg,300,168,helmet,117,32,166,67
images/worker (795).jpg,275,183,helmet,113,21,164,58
images/worker (569).jpg,267,189,helmet,146,46,185,84
images/worker (767).jpg,257,196,helmet,45,14,68,29
images/applauding_051.jpg,376,300,person without helmet,42,2,351,300
images/worker (217).jpg,274,184,helmet,223,71,247,89
images/worker (401).jpg,275,183,person with helmet,30,11,141,181
images/worker (596).jpg,183,276,person with helmet,40,20,149,261
images/worker (57).jpg,275,183,helmet,149,2,218,46
images/worker (859).jpg,275,183,helmet,151,46,165,55
images/worker (694).jpg,273,185,helmet,45,44,91,69
images/worker (315).jpg,300,168,person,47,1,237,167
images/worker (393).jpg,262,192,person with helmet,41,22,233,192
images/worker (222).jpg,299,168,helmet,75,1,166,44
images/worker (518).jpg,317,159,helmet,155,48,174,64
images/person_without_helmet (289).jpg,200,267,person without helmet,64,47,124,119
images/worker (188).jpg,265,190,helmet,142,57,172,74
images/worker (324).jpg,260,194,helmet,55,10,147,67
images/worker (521).jpg,328,153,helmet,136,1,218,41
images/worker (699).jpg,275,183,person with helmet,178,1,255,74
images/worker (757).jpg,245,206,person without helmet,60,49,74,64
images/worker (592).jpg,266,189,helmet,122,5,162,35
images/worker (234).jpg,275,183,person with helmet,17,34,80,183
images/worker (791).jpg,330,153,person with helmet,130,7,153,39
images/worker (826).jpg,276,183,person with helmet,43,16,212,183
images/worker (836).jpg,254,198,helmet,195,13,245,48
images/applauding_118.jpg,200,290,person without helmet,25,37,200,290
images/worker (585).jpg,252,200,helmet,34,41,63,65
images/worker (804).jpg,354,142,person without helmet,282,41,317,84
images/worker (535).jpg,243,207,helmet,77,16,120,47
images/worker (350).jpg,225,225,person with helmet,119,1,217,109
images/person_without_helmet (140).jpg,200,267,person without helmet,30,1,121,264
images/worker (676).jpg,273,184,helmet,147,103,155,110
images/person_without_helmet (156).jpg,267,200,person without helmet,70,37,165,198
images/applauding_049.jpg,451,300,person without helmet,337,125,395,232
images/worker (148).jpg,275,183,helmet,129,11,203,75
images/worker (106).jpg,266,189,helmet,34,1,88,32
images/worker (775).jpg,217,232,helmet,113,8,127,17
images/worker (345).jpg,300,168,person,39,5,262,168
images/worker (242).jpg,300,168,helmet,135,36,162,53
images/worker (273).jpg,300,168,person with helmet,52,60,101,168
images/worker (772).jpg,252,200,person with helmet,94,9,186,175
images/worker (639).jpg,275,183,person with helmet,134,59,165,162
images/worker (873).jpg,270,186,helmet,117,18,152,42
images/worker (833).jpg,278,181,person without helmet,194,17,208,49
images/worker (709).jpg,275,183,person with helmet,25,29,91,182
images/applauding_012.jpg,400,300,person without helmet,27,26,213,299
images/worker (502).jpg,183,275,helmet,92,34,140,70
images/worker (857).jpg,275,183,helmet,192,49,225,75
images/worker (443).jpg,275,183,helmet,68,4,122,40
images/worker (699).jpg,275,183,helmet,25,38,79,76
images/worker (728).jpg,275,183,person without helmet,193,21,224,50
images/worker (167).jpg,265,190,person without helmet,142,53,186,168
images/worker (617).jpg,275,183,helmet,109,31,158,65
images/applauding_123.jpg,600,400,person without helmet,144,38,311,400
images/worker (861).jpg,275,183,helmet,235,1,275,41
images/worker (558).jpg,299,168,helmet,91,2,155,50
images/worker (492).jpg,265,190,person with helmet,1,17,98,175
images/worker (330).jpg,183,275,person with helmet,54,166,167,275
images/worker (643).jpg,299,168,helmet,118,8,178,55
images/worker (247).jpg,275,183,person with helmet,25,26,63,162
images/worker (466).jpg,183,275,person with helmet,44,61,101,198
images/worker (384).jpg,266,189,helmet,126,12,216,73
images/worker (338).jpg,299,168,person with helmet,35,1,155,168
images/applauding_158.jpg,595,400,person without helmet,341,60,370,175
images/worker (445).jpg,238,212,helmet,84,12,154,67
images/worker (486).jpg,225,225,person with helmet,14,19,207,203
images/worker (173).jpg,270,186,person with helmet,7,3,156,185
images/worker (116).jpg,255,197,person with helmet,96,47,209,180
images/worker (720).jpg,266,190,helmet,147,29,171,48
images/worker (181).jpg,194,260,helmet,140,161,159,179
images/worker (39).jpg,177,284,person with helmet,54,5,160,264
images/worker (328).jpg,300,168,person with helmet,114,2,174,167
images/worker (784).jpg,262,193,person with helmet,147,49,209,160
images/worker (285).jpg,266,189,helmet,81,77,104,91
images/worker (215).jpg,266,189,person with helmet,76,12,143,178
images/worker (172).jpg,267,189,person with helmet,144,36,230,177
images/worker (236).jpg,275,183,person with helmet,106,45,151,175
images/worker (862).jpg,259,194,helmet,114,103,125,114
images/person_without_helmet (141).jpg,200,200,person without helmet,39,55,192,199
images/worker (383).jpg,264,191,helmet,161,6,236,61
images/worker (732).jpg,233,216,person with helmet,56,7,230,210
images/worker (510).jpg,206,245,helmet,84,62,117,102
images/worker (437).jpg,275,183,helmet,28,28,108,76
images/worker (754).jpg,290,174,person with helmet,64,20,115,157
